משנת דיגום 2012 קבוצת פרמטרים: מתכות;אורגנים תעשייה;חומרי הדברה;דלקים;כלוריד ניטרט,,,,,,,,,
זיהוי,שם,תא דיווח,שימוש,פרמטר,סוג תקן מי שתייה,ערך תקן,תאריך דיגום אחרון,ריכוז אחרון,אחוז מתקן מי השתיה
17614302,פ כפר סבא 12,210,פרטי,TECE,תקן ישראלי מותר,10,14/06/2017,0,0
17614302,פ כפר סבא 12,210,פרטי,TOLU,תקן ישראלי מותר,700,14/06/2017,0,0
17614302,פ כפר סבא 12,210,פרטי,VYCL,תקן ישראלי מותר,0.5,14/06/2017,0,0
17614302,פ כפר סבא 12,210,פרטי,XYLE,תקן ישראלי מותר,500,14/06/2017,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,AS,תקן ישראלי מותר,10,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,ATRA,תקן ישראלי מותר,2,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,BENZ,תקן ישראלי מותר,5,31/01/2017,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,CCL4,תקן ישראלי מותר,4,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,CD,תקן ישראלי מותר,5,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,CDCE,תקן ישראלי מותר,50,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,CHLF,תקן ישראלי מותר,80,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,Cl,תקן ישראלי מותר,400,19/07/2017,96.49,24.1
17614303,מק שרון דרומי 101,210,חברת מקורות,CR,תקן ישראלי מותר,50,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,DCET,תקן ישראלי מותר,4,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,DCEY,תקן ישראלי מותר,10,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,ETBN,תקן ישראלי מותר,300,31/01/2017,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,31/01/2017,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,LIND,תקן ישראלי מותר,1,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,MTBE,תקן ישראלי מותר,40,31/01/2017,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,NI,תקן ישראלי מותר,20,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,NO3,תקן ישראלי מותר,70,19/07/2017,3.92,5.6
17614303,מק שרון דרומי 101,210,חברת מקורות,PB,תקן ישראלי מותר,10,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,SIMZ,תקן ישראלי מותר,2,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,TCEY,תקן ישראלי מותר,20,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,TDCE,תקן ישראלי מותר,50,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,TECE,תקן ישראלי מותר,10,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,TOLU,תקן ישראלי מותר,700,31/01/2017,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,13/02/2012,0,0
17614303,מק שרון דרומי 101,210,חברת מקורות,XYLE,תקן ישראלי מותר,500,31/01/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,AS,תקן ישראלי מותר,10,27/06/2017,0.6,6
17614401,פ כפר סבא יט,210,פרטי,ATRA,תקן ישראלי מותר,2,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,BENZ,תקן ישראלי מותר,5,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,CCL4,תקן ישראלי מותר,4,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,CD,תקן ישראלי מותר,5,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,CDCE,תקן ישראלי מותר,50,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,CHLF,תקן ישראלי מותר,80,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,Cl,תקן ישראלי מותר,400,20/06/2018,102.4,25.6
17614401,פ כפר סבא יט,210,פרטי,CR,תקן ישראלי מותר,50,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,DCET,תקן ישראלי מותר,4,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,DCEY,תקן ישראלי מותר,10,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,ETBN,תקן ישראלי מותר,300,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,ETDB,תקן ישראלי מותר,0.05,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,LIND,תקן ישראלי מותר,1,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,MTBE,תקן ישראלי מותר,40,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,NI,תקן ישראלי מותר,20,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,NO3,תקן ישראלי מותר,70,20/06/2018,5.5,7.9
17614401,פ כפר סבא יט,210,פרטי,PB,תקן ישראלי מותר,10,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,SIMZ,תקן ישראלי מותר,2,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,TCEY,תקן ישראלי מותר,20,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,TDCE,תקן ישראלי מותר,50,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,TECE,תקן ישראלי מותר,10,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,TOLU,תקן ישראלי מותר,700,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,VYCL,תקן ישראלי מותר,0.5,27/06/2017,0,0
17614401,פ כפר סבא יט,210,פרטי,XYLE,תקן ישראלי מותר,500,27/06/2017,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,AS,תקן ישראלי מותר,10,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,ATRA,תקן ישראלי מותר,2,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,BENZ,תקן ישראלי מותר,5,22/01/2017,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,CCL4,תקן ישראלי מותר,4,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,CD,תקן ישראלי מותר,5,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,CDCE,תקן ישראלי מותר,50,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,CHLF,תקן ישראלי מותר,80,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,Cl,תקן ישראלי מותר,400,19/07/2017,120.35,30.1
17614402,מק שרון דרומי 103,210,חברת מקורות,CR,תקן ישראלי מותר,50,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,DCET,תקן ישראלי מותר,4,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,DCEY,תקן ישראלי מותר,10,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,ETBN,תקן ישראלי מותר,300,22/01/2017,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,22/01/2017,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,LIND,תקן ישראלי מותר,1,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,MTBE,תקן ישראלי מותר,40,22/01/2017,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,NI,תקן ישראלי מותר,20,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,NO3,תקן ישראלי מותר,70,19/07/2017,8.44,12.1
17614402,מק שרון דרומי 103,210,חברת מקורות,PB,תקן ישראלי מותר,10,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,SIMZ,תקן ישראלי מותר,2,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,TCEY,תקן ישראלי מותר,20,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,TDCE,תקן ישראלי מותר,50,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,TECE,תקן ישראלי מותר,10,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,TOLU,תקן ישראלי מותר,700,22/01/2017,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,01/04/2012,0,0
17614402,מק שרון דרומי 103,210,חברת מקורות,XYLE,תקן ישראלי מותר,500,22/01/2017,0,0
17614601,פ גלגוליה צברי מחמוד,210,פרטי,Cl,תקן ישראלי מותר,400,19/08/2013,129,32.3
17614601,פ גלגוליה צברי מחמוד,210,פרטי,NO3,תקן ישראלי מותר,70,19/08/2013,34.7,49.6
17615401,פ עזון 2 04,210,פרטי,Cl,תקן ישראלי מותר,400,24/06/2014,41.1,10.3
17615401,פ עזון 2 04,210,פרטי,NO3,תקן ישראלי מותר,70,24/06/2014,34.4,49.1
17617601,פ רוג'יב,654,פרטי,Cl,תקן ישראלי מותר,400,15/07/2013,26.4,6.6
17617601,פ רוג'יב,654,פרטי,NO3,תקן ישראלי מותר,70,15/07/2013,17.7,25.3
17619301,מק משואה 1,657,חברת מקורות,AS,תקן ישראלי מותר,10,17/07/2016,0.6,6
17619301,מק משואה 1,657,חברת מקורות,ATRA,תקן ישראלי מותר,2,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,BENZ,תקן ישראלי מותר,5,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,CCL4,תקן ישראלי מותר,4,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,CD,תקן ישראלי מותר,5,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,CDCE,תקן ישראלי מותר,50,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,CHLF,תקן ישראלי מותר,80,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,Cl,תקן ישראלי מותר,400,18/07/2017,185.4,46.4
17619301,מק משואה 1,657,חברת מקורות,CR,תקן ישראלי מותר,50,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,DCET,תקן ישראלי מותר,4,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,DCEY,תקן ישראלי מותר,10,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,ETBN,תקן ישראלי מותר,300,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,LIND,תקן ישראלי מותר,1,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,MTBE,תקן ישראלי מותר,40,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,NI,תקן ישראלי מותר,20,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,NO3,תקן ישראלי מותר,70,18/07/2017,11.74,16.8
17619301,מק משואה 1,657,חברת מקורות,PB,תקן ישראלי מותר,10,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,SIMZ,תקן ישראלי מותר,2,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,TCEY,תקן ישראלי מותר,20,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,TDCE,תקן ישראלי מותר,50,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,TECE,תקן ישראלי מותר,10,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,TOLU,תקן ישראלי מותר,700,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,17/07/2016,0,0
17619301,מק משואה 1,657,חברת מקורות,XYLE,תקן ישראלי מותר,500,17/07/2016,0,0
17620001,פ מארג' נאג'א 10,673,פרטי,Cl,תקן ישראלי מותר,400,14/08/2017,1052.7,263.2
17620001,פ מארג' נאג'א 10,673,פרטי,NO3,תקן ישראלי מותר,70,14/08/2017,54.31,77.6
17713101,נת נוף ים 12,16,ניטור דלק,AS,תקן ישראלי מותר,10,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,BENZ,תקן ישראלי מותר,5,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,CCL4,תקן ישראלי מותר,4,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,CD,תקן ישראלי מותר,5,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,CDCE,תקן ישראלי מותר,50,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,CHLF,תקן ישראלי מותר,80,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,CR,תקן ישראלי מותר,50,02/08/2016,2.5,5
17713101,נת נוף ים 12,16,ניטור דלק,DCET,תקן ישראלי מותר,4,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,DCEY,תקן ישראלי מותר,10,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,ETDB,תקן ישראלי מותר,0.05,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,MTBE,תקן ישראלי מותר,40,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,NAPT,תקן ישראלי מומלץ,10,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,NI,תקן ישראלי מותר,20,02/08/2016,18,90
17713101,נת נוף ים 12,16,ניטור דלק,PB,תקן ישראלי מותר,10,02/08/2016,10,100
17713101,נת נוף ים 12,16,ניטור דלק,TCEY,תקן ישראלי מותר,20,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,TDCE,תקן ישראלי מותר,50,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,TECE,תקן ישראלי מותר,10,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,TOLU,תקן ישראלי מותר,700,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,VYCL,תקן ישראלי מותר,0.5,02/08/2016,0,0
17713101,נת נוף ים 12,16,ניטור דלק,XYLE,תקן ישראלי מותר,500,02/08/2016,0,0
17713201,נת נוף ים 9,16,,AS,תקן ישראלי מותר,10,02/08/2016,0,0
17713201,נת נוף ים 9,16,,BENZ,תקן ישראלי מותר,5,02/08/2016,0,0
17713201,נת נוף ים 9,16,,CCL4,תקן ישראלי מותר,4,02/08/2016,0,0
17713201,נת נוף ים 9,16,,CD,תקן ישראלי מותר,5,02/08/2016,0,0
17713201,נת נוף ים 9,16,,CDCE,תקן ישראלי מותר,50,02/08/2016,0,0
17713201,נת נוף ים 9,16,,CHLF,תקן ישראלי מותר,80,02/08/2016,0,0
17713201,נת נוף ים 9,16,,CR,תקן ישראלי מותר,50,02/08/2016,5.8,11.6
17713201,נת נוף ים 9,16,,DCET,תקן ישראלי מותר,4,02/08/2016,0,0
17713201,נת נוף ים 9,16,,DCEY,תקן ישראלי מותר,10,02/08/2016,0,0
17713201,נת נוף ים 9,16,,ETDB,תקן ישראלי מותר,0.05,02/08/2016,0,0
17713201,נת נוף ים 9,16,,MTBE,תקן ישראלי מותר,40,02/08/2016,0,0
17713201,נת נוף ים 9,16,,NAPT,תקן ישראלי מומלץ,10,02/08/2016,0,0
17713201,נת נוף ים 9,16,,NI,תקן ישראלי מותר,20,02/08/2016,10,50
17713201,נת נוף ים 9,16,,PB,תקן ישראלי מותר,10,02/08/2016,10,100
17713201,נת נוף ים 9,16,,TCEY,תקן ישראלי מותר,20,02/08/2016,0,0
17713201,נת נוף ים 9,16,,TDCE,תקן ישראלי מותר,50,02/08/2016,0,0
17713201,נת נוף ים 9,16,,TECE,תקן ישראלי מותר,10,02/08/2016,0,0
17713201,נת נוף ים 9,16,,TOLU,תקן ישראלי מותר,700,02/08/2016,0,0
17713201,נת נוף ים 9,16,,VYCL,תקן ישראלי מותר,0.5,02/08/2016,0,0
17713201,נת נוף ים 9,16,,XYLE,תקן ישראלי מותר,500,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,AS,תקן ישראלי מותר,10,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,CD,תקן ישראלי מותר,5,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,CR,תקן ישראלי מותר,50,02/08/2016,2.5,5
17713202,נת נוף ים 10,16,ניטור תעשיה,DCET,תקן ישראלי מותר,4,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,ETDB,תקן ישראלי מותר,0.05,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,NI,תקן ישראלי מותר,20,02/08/2016,13.5,67.5
17713202,נת נוף ים 10,16,ניטור תעשיה,PB,תקן ישראלי מותר,10,02/08/2016,10,100
17713202,נת נוף ים 10,16,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,TECE,תקן ישראלי מותר,10,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,02/08/2016,0,0
17713202,נת נוף ים 10,16,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,02/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,AS,תקן ישראלי מותר,10,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,CD,תקן ישראלי מותר,5,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,CR,תקן ישראלי מותר,50,03/08/2016,10.1,20.2
17713203,נת נוף ים 11,16,ניטור תעשיה,DCET,תקן ישראלי מותר,4,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,ETDB,תקן ישראלי מותר,0.05,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,NI,תקן ישראלי מותר,20,03/08/2016,10,50
17713203,נת נוף ים 11,16,ניטור תעשיה,PB,תקן ישראלי מותר,10,03/08/2016,10,100
17713203,נת נוף ים 11,16,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,TECE,תקן ישראלי מותר,10,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,03/08/2016,0,0
17713203,נת נוף ים 11,16,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,03/08/2016,0,0
17713501,פ רעננה 15,36,פרטי,AS,תקן ישראלי מותר,10,06/12/2017,0,0
17713501,פ רעננה 15,36,פרטי,ATRA,תקן ישראלי מותר,2,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,BENZ,תקן ישראלי מותר,5,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,CCL4,תקן ישראלי מותר,4,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,CD,תקן ישראלי מותר,5,07/11/2017,0,0
17713501,פ רעננה 15,36,פרטי,CDCE,תקן ישראלי מותר,50,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,CHLF,תקן ישראלי מותר,80,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,Cl,תקן ישראלי מותר,400,06/07/2017,177.05,44.3
17713501,פ רעננה 15,36,פרטי,CR,תקן ישראלי מותר,50,07/11/2017,4.6,9.2
17713501,פ רעננה 15,36,פרטי,DCET,תקן ישראלי מותר,4,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,DCEY,תקן ישראלי מותר,10,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,ETBN,תקן ישראלי מותר,300,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,ETDB,תקן ישראלי מותר,0.05,24/12/2017,0,0
17713501,פ רעננה 15,36,פרטי,LIND,תקן ישראלי מותר,1,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,MTBE,תקן ישראלי מותר,40,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,NI,תקן ישראלי מותר,20,07/11/2017,0,0
17713501,פ רעננה 15,36,פרטי,NO3,תקן ישראלי מותר,70,06/07/2017,85.49,122.1
17713501,פ רעננה 15,36,פרטי,PB,תקן ישראלי מותר,10,07/11/2017,0,0
17713501,פ רעננה 15,36,פרטי,SIMZ,תקן ישראלי מותר,2,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,TCEY,תקן ישראלי מותר,20,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,TDCE,תקן ישראלי מותר,50,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,TECE,תקן ישראלי מותר,10,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,TOLU,תקן ישראלי מותר,700,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,VYCL,תקן ישראלי מותר,0.5,16/11/2016,0,0
17713501,פ רעננה 15,36,פרטי,XYLE,תקן ישראלי מותר,500,16/11/2016,0,0
17713502,נד דלק מעייני השמחה 1,36,ניטור דלק,BENZ,תקן ישראלי מותר,5,25/12/2017,0,0
17713502,נד דלק מעייני השמחה 1,36,ניטור דלק,ETBN,תקן ישראלי מותר,300,25/12/2017,0,0
17713502,נד דלק מעייני השמחה 1,36,ניטור דלק,MTBE,תקן ישראלי מותר,40,25/12/2017,20,50
17713502,נד דלק מעייני השמחה 1,36,ניטור דלק,NO3,תקן ישראלי מותר,70,06/02/2012,64,91.4
17713502,נד דלק מעייני השמחה 1,36,ניטור דלק,TOLU,תקן ישראלי מותר,700,25/12/2017,0,0
17713502,נד דלק מעייני השמחה 1,36,ניטור דלק,XYLE,תקן ישראלי מותר,500,25/12/2017,0,0
17713503,נד דלק מעייני השמחה 2,36,ניטור דלק,BENZ,תקן ישראלי מותר,5,02/06/2016,10,200
17713503,נד דלק מעייני השמחה 2,36,ניטור דלק,ETBN,תקן ישראלי מותר,300,02/06/2016,0,0
17713503,נד דלק מעייני השמחה 2,36,ניטור דלק,MTBE,תקן ישראלי מותר,40,02/06/2016,2700,6750
17713503,נד דלק מעייני השמחה 2,36,ניטור דלק,NO3,תקן ישראלי מותר,70,06/02/2012,30,42.9
17713503,נד דלק מעייני השמחה 2,36,ניטור דלק,TOLU,תקן ישראלי מותר,700,02/06/2016,0,0
17713503,נד דלק מעייני השמחה 2,36,ניטור דלק,XYLE,תקן ישראלי מותר,500,02/06/2016,0,0
17713504,נד דלק מעייני השמחה 3,36,ניטור דלק,BENZ,תקן ישראלי מותר,5,03/07/2018,0,0
17713504,נד דלק מעייני השמחה 3,36,ניטור דלק,ETBN,תקן ישראלי מותר,300,03/07/2018,30,10
17713504,נד דלק מעייני השמחה 3,36,ניטור דלק,MTBE,תקן ישראלי מותר,40,03/07/2018,2900,7250
17713504,נד דלק מעייני השמחה 3,36,ניטור דלק,NO3,תקן ישראלי מותר,70,06/02/2012,36,51.4
17713504,נד דלק מעייני השמחה 3,36,ניטור דלק,TOLU,תקן ישראלי מותר,700,03/07/2018,0,0
17713504,נד דלק מעייני השמחה 3,36,ניטור דלק,XYLE,תקן ישראלי מותר,500,03/07/2018,90,18
17713602,פ רעננה 13,36,פרטי,AS,תקן ישראלי מותר,10,06/12/2016,0,0
17713602,פ רעננה 13,36,פרטי,ATRA,תקן ישראלי מותר,2,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,BENZ,תקן ישראלי מותר,5,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,CCL4,תקן ישראלי מותר,4,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,CD,תקן ישראלי מותר,5,06/12/2016,0,0
17713602,פ רעננה 13,36,פרטי,CDCE,תקן ישראלי מותר,50,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,CHLF,תקן ישראלי מותר,80,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,Cl,תקן ישראלי מותר,400,06/07/2017,181.32,45.3
17713602,פ רעננה 13,36,פרטי,CR,תקן ישראלי מותר,50,06/12/2016,0,0
17713602,פ רעננה 13,36,פרטי,DCET,תקן ישראלי מותר,4,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,DCEY,תקן ישראלי מותר,10,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,ETBN,תקן ישראלי מותר,300,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,ETDB,תקן ישראלי מותר,0.05,24/12/2017,0.48,960
17713602,פ רעננה 13,36,פרטי,LIND,תקן ישראלי מותר,1,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,MTBE,תקן ישראלי מותר,40,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,NI,תקן ישראלי מותר,20,06/12/2016,0,0
17713602,פ רעננה 13,36,פרטי,NO3,תקן ישראלי מותר,70,06/07/2017,96.78,138.3
17713602,פ רעננה 13,36,פרטי,PB,תקן ישראלי מותר,10,06/12/2016,0,0
17713602,פ רעננה 13,36,פרטי,SIMZ,תקן ישראלי מותר,2,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,TCEY,תקן ישראלי מותר,20,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,TDCE,תקן ישראלי מותר,50,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,TECE,תקן ישראלי מותר,10,21/04/2016,0,0
17713602,פ רעננה 13,36,פרטי,TOLU,תקן ישראלי מותר,700,21/04/2016,0,0
