משנת דיגום 2012 קבוצת פרמטרים: מתכות;אורגנים תעשייה;חומרי הדברה;דלקים;כלוריד ניטרט,,,,,,,,,
זיהוי,שם,תא דיווח,שימוש,פרמטר,סוג תקן מי שתייה,ערך תקן,תאריך דיגום אחרון,ריכוז אחרון,אחוז מתקן מי השתיה
14412304,מק יבנה 122,40,חברת מקורות,Cl,תקן ישראלי מותר,400,03/06/2018,193.72,48.4
14412304,מק יבנה 122,40,חברת מקורות,CR,תקן ישראלי מותר,50,17/02/2014,0,0
14412304,מק יבנה 122,40,חברת מקורות,NI,תקן ישראלי מותר,20,17/02/2014,7,35
14412304,מק יבנה 122,40,חברת מקורות,NO3,תקן ישראלי מותר,70,03/06/2018,9.4,13.4
14412304,מק יבנה 122,40,חברת מקורות,PB,תקן ישראלי מותר,10,17/02/2014,0,0
14412305,מק יבנה 118,40,חברת מקורות,Cl,תקן ישראלי מותר,400,03/06/2018,191.32,47.8
14412305,מק יבנה 118,40,חברת מקורות,NO3,תקן ישראלי מותר,70,03/06/2018,11.97,17.1
14412306,מק יבנה 123,40,חברת מקורות,AS,תקן ישראלי מותר,10,24/02/2014,0,0
14412306,מק יבנה 123,40,חברת מקורות,CD,תקן ישראלי מותר,5,24/02/2014,0,0
14412306,מק יבנה 123,40,חברת מקורות,Cl,תקן ישראלי מותר,400,11/08/2014,211,52.8
14412306,מק יבנה 123,40,חברת מקורות,CR,תקן ישראלי מותר,50,24/02/2014,0,0
14412306,מק יבנה 123,40,חברת מקורות,NI,תקן ישראלי מותר,20,24/02/2014,7,35
14412306,מק יבנה 123,40,חברת מקורות,NO3,תקן ישראלי מותר,70,11/08/2014,15.5,22.1
14412306,מק יבנה 123,40,חברת מקורות,PB,תקן ישראלי מותר,10,24/02/2014,0,0
14412307,מק יבנה 119,40,חברת מקורות,AS,תקן ישראלי מותר,10,24/02/2014,0,0
14412307,מק יבנה 119,40,חברת מקורות,CD,תקן ישראלי מותר,5,24/02/2014,0,0
14412307,מק יבנה 119,40,חברת מקורות,Cl,תקן ישראלי מותר,400,03/06/2018,233.09,58.3
14412307,מק יבנה 119,40,חברת מקורות,CR,תקן ישראלי מותר,50,24/02/2014,0,0
14412307,מק יבנה 119,40,חברת מקורות,NI,תקן ישראלי מותר,20,24/02/2014,7,35
14412307,מק יבנה 119,40,חברת מקורות,NO3,תקן ישראלי מותר,70,03/06/2018,15.03,21.5
14412307,מק יבנה 119,40,חברת מקורות,PB,תקן ישראלי מותר,10,24/02/2014,0,0
14412308,מח יבנה ת/118 שטוח,40,מחקר,Cl,תקן ישראלי מותר,400,25/03/2018,183.62,45.9
14412308,מח יבנה ת/118 שטוח,40,מחקר,NO3,תקן ישראלי מותר,70,25/03/2018,16.9,24.1
14412312,מח יבנה ת/117 עמוק,40,מחקר,Cl,תקן ישראלי מותר,400,19/03/2018,202.48,50.6
14412312,מח יבנה ת/117 עמוק,40,מחקר,NO3,תקן ישראלי מותר,70,19/03/2018,5.9,8.4
14412313,מח יבנה ת/117 שטוח,40,מחקר,Cl,תקן ישראלי מותר,400,19/03/2018,199.65,49.9
14412313,מח יבנה ת/117 שטוח,40,מחקר,NO3,תקן ישראלי מותר,70,19/03/2018,25.4,36.3
14412404,מח יבנה ת/109,40,מחקר,Cl,תקן ישראלי מותר,400,18/03/2018,208.43,52.1
14412404,מח יבנה ת/109,40,מחקר,NO3,תקן ישראלי מותר,70,18/03/2018,16.6,23.7
14412405,מח יבנה ת/109         ש,40,מחקר,Cl,תקן ישראלי מותר,400,14/06/2018,186.63,46.7
14412405,מח יבנה ת/109         ש,40,מחקר,NO3,תקן ישראלי מותר,70,14/06/2018,17.7,25.3
14412407,מח יבנה ת/110 שטוח,40,מחקר,Cl,תקן ישראלי מותר,400,14/06/2018,128.41,32.1
14412407,מח יבנה ת/110 שטוח,40,מחקר,NO3,תקן ישראלי מותר,70,14/06/2018,26.31,37.6
14412410,מק יבנה 108,40,חברת מקורות,Cl,תקן ישראלי מותר,400,03/06/2018,193.59,48.4
14412410,מק יבנה 108,40,חברת מקורות,NO3,תקן ישראלי מותר,70,03/06/2018,18.49,26.4
14412411,מק יבנה 109,40,חברת מקורות,AS,תקן ישראלי מותר,10,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,ATRA,תקן ישראלי מותר,2,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,BENZ,תקן ישראלי מותר,5,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,CCL4,תקן ישראלי מותר,4,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,CD,תקן ישראלי מותר,5,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,CDCE,תקן ישראלי מותר,50,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,CHLF,תקן ישראלי מותר,80,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,Cl,תקן ישראלי מותר,400,17/08/2014,258,64.5
14412411,מק יבנה 109,40,חברת מקורות,CR,תקן ישראלי מותר,50,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,DCET,תקן ישראלי מותר,4,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,DCEY,תקן ישראלי מותר,10,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,ETBN,תקן ישראלי מותר,300,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,LIND,תקן ישראלי מותר,1,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,MTBE,תקן ישראלי מותר,40,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,NI,תקן ישראלי מותר,20,17/08/2014,3,15
14412411,מק יבנה 109,40,חברת מקורות,NO3,תקן ישראלי מותר,70,17/08/2014,20,28.6
14412411,מק יבנה 109,40,חברת מקורות,PB,תקן ישראלי מותר,10,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,SIMZ,תקן ישראלי מותר,2,17/08/2014,0.31,15.5
14412411,מק יבנה 109,40,חברת מקורות,TCEY,תקן ישראלי מותר,20,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,TDCE,תקן ישראלי מותר,50,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,TECE,תקן ישראלי מותר,10,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,TOLU,תקן ישראלי מותר,700,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,17/08/2014,0,0
14412411,מק יבנה 109,40,חברת מקורות,XYLE,תקן ישראלי מותר,500,17/08/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,AS,תקן ישראלי מותר,10,04/08/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,ATRA,תקן ישראלי מותר,2,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,BENZ,תקן ישראלי מותר,5,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,CCL4,תקן ישראלי מותר,4,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,CD,תקן ישראלי מותר,5,04/08/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,CDCE,תקן ישראלי מותר,50,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,CHLF,תקן ישראלי מותר,80,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,Cl,תקן ישראלי מותר,400,03/06/2018,196.1,49
14412412,מק יבנה 109א,40,חברת מקורות,CR,תקן ישראלי מותר,50,04/08/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,DCET,תקן ישראלי מותר,4,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,DCEY,תקן ישראלי מותר,10,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,ETBN,תקן ישראלי מותר,300,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,LIND,תקן ישראלי מותר,1,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,MTBE,תקן ישראלי מותר,40,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,NI,תקן ישראלי מותר,20,04/08/2014,4,20
14412412,מק יבנה 109א,40,חברת מקורות,NO3,תקן ישראלי מותר,70,03/06/2018,12.67,18.1
14412412,מק יבנה 109א,40,חברת מקורות,PB,תקן ישראלי מותר,10,04/08/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,SIMZ,תקן ישראלי מותר,2,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,TCEY,תקן ישראלי מותר,20,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,TDCE,תקן ישראלי מותר,50,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,TECE,תקן ישראלי מותר,10,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,TOLU,תקן ישראלי מותר,700,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,27/11/2014,0,0
14412412,מק יבנה 109א,40,חברת מקורות,XYLE,תקן ישראלי מותר,500,27/11/2014,0,0
14412501,"מח ניטור שפד""ן 120",60,מחקר,Cl,תקן ישראלי מותר,400,17/06/2018,87.43,21.9
14412501,"מח ניטור שפד""ן 120",60,מחקר,NO3,תקן ישראלי מותר,70,17/06/2018,15.85,22.6
14412502,נת יבנה 1,40,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,03/08/2017,8.19,16.4
14412502,נת יבנה 1,40,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,Cl,תקן ישראלי מותר,400,18/09/2016,115.6,28.9
14412502,נת יבנה 1,40,ניטור תעשיה,CR,תקן ישראלי מותר,50,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,DCET,תקן ישראלי מותר,4,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,ETBN,תקן ישראלי מותר,300,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,ETDB,תקן ישראלי מותר,0.05,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,NI,תקן ישראלי מותר,20,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,NO3,תקן ישראלי מותר,70,18/09/2016,1,1.4
14412502,נת יבנה 1,40,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,03/08/2017,3.78,18.9
14412502,נת יבנה 1,40,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,TECE,תקן ישראלי מותר,10,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,03/08/2017,0,0
14412502,נת יבנה 1,40,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,Cl,תקן ישראלי מותר,400,18/09/2016,149.1,37.3
14412503,נת יבנה 2,60,ניטור תעשיה,CR,תקן ישראלי מותר,50,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,DCET,תקן ישראלי מותר,4,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,ETBN,תקן ישראלי מותר,300,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,ETDB,תקן ישראלי מותר,0.05,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,NI,תקן ישראלי מותר,20,03/08/2017,13.2,66
14412503,נת יבנה 2,60,ניטור תעשיה,NO3,תקן ישראלי מותר,70,18/09/2016,4.5,6.4
14412503,נת יבנה 2,60,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,TECE,תקן ישראלי מותר,10,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,03/08/2017,0,0
14412503,נת יבנה 2,60,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,03/08/2017,4.47,8.9
14412504,נת יבנה 3,60,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,Cl,תקן ישראלי מותר,400,18/09/2016,133,33.3
14412504,נת יבנה 3,60,ניטור תעשיה,CR,תקן ישראלי מותר,50,03/08/2017,5.86,11.7
14412504,נת יבנה 3,60,ניטור תעשיה,DCET,תקן ישראלי מותר,4,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,ETBN,תקן ישראלי מותר,300,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,ETDB,תקן ישראלי מותר,0.05,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,NI,תקן ישראלי מותר,20,03/08/2017,4,20
14412504,נת יבנה 3,60,ניטור תעשיה,NO3,תקן ישראלי מותר,70,18/09/2016,13.1,18.7
14412504,נת יבנה 3,60,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,03/08/2017,63.53,317.7
14412504,נת יבנה 3,60,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,TECE,תקן ישראלי מותר,10,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,03/08/2017,0,0
14412504,נת יבנה 3,60,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,03/08/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,07/09/2017,13.62,27.2
14412505,נת יבנה 4א,60,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,Cl,תקן ישראלי מותר,400,07/09/2017,7529.93,1882.5
14412505,נת יבנה 4א,60,ניטור תעשיה,CR,תקן ישראלי מותר,50,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,DCET,תקן ישראלי מותר,4,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,ETBN,תקן ישראלי מותר,300,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,ETDB,תקן ישראלי מותר,0.05,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,NO3,תקן ישראלי מותר,70,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,07/09/2017,1.38,6.9
14412505,נת יבנה 4א,60,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,TECE,תקן ישראלי מותר,10,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,07/09/2017,0,0
14412505,נת יבנה 4א,60,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,BENZ,תקן ישראלי מותר,5,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,CCL4,תקן ישראלי מותר,4,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,CDCE,תקן ישראלי מותר,50,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,CHLF,תקן ישראלי מותר,80,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,Cl,תקן ישראלי מותר,400,07/09/2017,355.04,88.8
14412506,נת יבנה 4ב,60,ניטור תעשיה,CR,תקן ישראלי מותר,50,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,DCET,תקן ישראלי מותר,4,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,DCEY,תקן ישראלי מותר,10,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,ETBN,תקן ישראלי מותר,300,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,ETDB,תקן ישראלי מותר,0.05,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,MTBE,תקן ישראלי מותר,40,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,NAPT,תקן ישראלי מומלץ,10,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,NO3,תקן ישראלי מותר,70,07/09/2017,3.1,4.4
14412506,נת יבנה 4ב,60,ניטור תעשיה,TCEY,תקן ישראלי מותר,20,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,TDCE,תקן ישראלי מותר,50,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,TECE,תקן ישראלי מותר,10,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,TOLU,תקן ישראלי מותר,700,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,VYCL,תקן ישראלי מותר,0.5,07/09/2017,0,0
14412506,נת יבנה 4ב,60,ניטור תעשיה,XYLE,תקן ישראלי מותר,500,07/09/2017,0,0
14412601,יו כפר הנגיד 21/3,60,יוזום,Cl,תקן ישראלי מותר,400,24/06/2014,853.7,213.4
14412601,יו כפר הנגיד 21/3,60,יוזום,NO3,תקן ישראלי מותר,70,24/06/2014,52.4,74.9
14412602,מק שורק 5,60,חברת מקורות,AS,תקן ישראלי מותר,10,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,ATRA,תקן ישראלי מותר,2,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,BENZ,תקן ישראלי מותר,5,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,CCL4,תקן ישראלי מותר,4,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,CD,תקן ישראלי מותר,5,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,CDCE,תקן ישראלי מותר,50,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,CHLF,תקן ישראלי מותר,80,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,Cl,תקן ישראלי מותר,400,13/08/2017,224,56
14412602,מק שורק 5,60,חברת מקורות,CR,תקן ישראלי מותר,50,30/09/2013,3,6
14412602,מק שורק 5,60,חברת מקורות,DCET,תקן ישראלי מותר,4,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,DCEY,תקן ישראלי מותר,10,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,ETBN,תקן ישראלי מותר,300,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,ETDB,תקן ישראלי מותר,0.05,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,LIND,תקן ישראלי מותר,1,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,MTBE,תקן ישראלי מותר,40,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,NI,תקן ישראלי מותר,20,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,NO3,תקן ישראלי מותר,70,22/10/2017,48,68.6
14412602,מק שורק 5,60,חברת מקורות,PB,תקן ישראלי מותר,10,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,SIMZ,תקן ישראלי מותר,2,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,TCEY,תקן ישראלי מותר,20,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,TDCE,תקן ישראלי מותר,50,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,TECE,תקן ישראלי מותר,10,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,TOLU,תקן ישראלי מותר,700,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,VYCL,תקן ישראלי מותר,0.5,30/09/2013,0,0
14412602,מק שורק 5,60,חברת מקורות,XYLE,תקן ישראלי מותר,500,30/09/2013,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,AS,תקן ישראלי מותר,10,03/04/2016,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,ATRA,תקן ישראלי מותר,2,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,BENZ,תקן ישראלי מותר,5,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,CCL4,תקן ישראלי מותר,4,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,CD,תקן ישראלי מותר,5,03/04/2016,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,CDCE,תקן ישראלי מותר,50,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,CHLF,תקן ישראלי מותר,80,08/01/2017,1,1.3
14412903,פ רחובות ז עיר תעשיה,60,פרטי,Cl,תקן ישראלי מותר,400,21/08/2017,257.13,64.3
14412903,פ רחובות ז עיר תעשיה,60,פרטי,CR,תקן ישראלי מותר,50,03/04/2016,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,DCET,תקן ישראלי מותר,4,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,DCEY,תקן ישראלי מותר,10,08/01/2017,0.3,3
14412903,פ רחובות ז עיר תעשיה,60,פרטי,ETBN,תקן ישראלי מותר,300,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,ETDB,תקן ישראלי מותר,0.05,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,LIND,תקן ישראלי מותר,1,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,MTBE,תקן ישראלי מותר,40,03/04/2016,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,NI,תקן ישראלי מותר,20,03/04/2016,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,NO3,תקן ישראלי מותר,70,21/08/2017,89.61,128
14412903,פ רחובות ז עיר תעשיה,60,פרטי,PB,תקן ישראלי מותר,10,03/04/2016,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,SIMZ,תקן ישראלי מותר,2,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,TCEY,תקן ישראלי מותר,20,08/01/2017,0.5,2.5
14412903,פ רחובות ז עיר תעשיה,60,פרטי,TDCE,תקן ישראלי מותר,50,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,TECE,תקן ישראלי מותר,10,08/01/2017,3.9,39
14412903,פ רחובות ז עיר תעשיה,60,פרטי,TOLU,תקן ישראלי מותר,700,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,VYCL,תקן ישראלי מותר,0.5,08/01/2017,0,0
14412903,פ רחובות ז עיר תעשיה,60,פרטי,XYLE,תקן ישראלי מותר,500,08/01/2017,0,0
14412907,פ רחובות ט,60,פרטי,AS,תקן ישראלי מותר,10,04/11/2012,0,0
14412907,פ רחובות ט,60,פרטי,ATRA,תקן ישראלי מותר,2,23/12/2013,0.1,5
14412907,פ רחובות ט,60,פרטי,BENZ,תקן ישראלי מותר,5,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,CCL4,תקן ישראלי מותר,4,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,CD,תקן ישראלי מותר,5,04/11/2012,0,0
14412907,פ רחובות ט,60,פרטי,CDCE,תקן ישראלי מותר,50,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,CHLF,תקן ישראלי מותר,80,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,Cl,תקן ישראלי מותר,400,26/05/2015,187,46.8
14412907,פ רחובות ט,60,פרטי,CR,תקן ישראלי מותר,50,04/11/2012,0,0
14412907,פ רחובות ט,60,פרטי,DCET,תקן ישראלי מותר,4,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,DCEY,תקן ישראלי מותר,10,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,ETBN,תקן ישראלי מותר,300,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,ETDB,תקן ישראלי מותר,0.05,19/07/2015,0,0
14412907,פ רחובות ט,60,פרטי,LIND,תקן ישראלי מותר,1,23/12/2013,0,0
14412907,פ רחובות ט,60,פרטי,MTBE,תקן ישראלי מותר,40,19/07/2015,10,25
